,taxon,taxon.id,P25,WS64,WhitmoreFull,WhitmoreSmall,Broad,STEPPS,type,cf
3011,Circaea,821,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
3012,Circaea alpina,2255,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
3013,Circaea lutetiana,4135,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4112,Epilobium,90,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4113,Epilobium angustifolium,1095,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4114,Epilobium angustifolium-type,617,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4115,Epilobium glandulosum-type,618,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4116,Epilobium latifolium,15118,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4117,Epilobium undiff.,2253,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4118,Epilobium/Oenothera,9502,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4119,Epilobium/Scrophulariaceae,4278,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4120,Epilobium-type,2196,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4642,Fuchsia,1051,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4643,Fuchsia regia,1836,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
4720,Gaura,446,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
6017,Ludwigia,644,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
6018,Ludwigia palustris,5642,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
6019,Ludwigia-type,2551,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
7083,Oenothera,470,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
7104,Onagraceae,445,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
7105,Onagraceae cf. Epilobium,4277,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
7106,Onagraceae cf. Fuchsia,24080,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
7107,Onagraceae undiff.,194,NA,NA,ONAGRACEAE,ONAGRACEAE,Onagraceae,NA,NA,NA
1875,Carpinus,1429,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1876,Carpinus betulus,1319,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1877,Carpinus cf. C. betulus,5513,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1878,Carpinus cordata,5689,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1879,Carpinus orientalis,1332,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1880,Carpinus orientalis-type,3991,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1881,Carpinus tschonoskii,22561,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
1882,Carpinus-type,1505,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
7248,Ostrya,1237,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
7249,Ostrya carpinifolia,14122,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
7250,Ostrya carpinifolia/Carpinus orientalis,3994,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
7251,Ostrya/Carpinus,197,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
7252,Ostrya/Carpinus orientalis,3588,Ostrya/Carpinus,Ostrya/Carpinus,OSTRYCAR,OSTRYCAR,OSTRYCAR,OSTRAYA,NA,NA
7253,Ostrya-type,384,NA,NA,OSTRYCAR,OSTRYCAR,OSTRYCAR,NA,TRUE,NA
2557,cf. Pedicularis,989,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,TRUE
7458,Pedicularis,476,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7459,Pedicularis capitata,9749,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7460,Pedicularis contorta-type,5743,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7461,Pedicularis groenlandica-type,5744,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7462,Pedicularis lanata-type,9750,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7463,Pedicularis lanceolata,1139,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7464,Pedicularis langsdorffii,1147,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7465,Pedicularis palustris-type,4085,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7466,Pedicularis sylvatica,4084,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7467,Pedicularis undiff.,2289,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7468,Pedicularis verticillata,1152,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,NA,NA
7469,Pedicularis-type,1529,NA,NA,PEDICULARI,SCROPHUL,PEDICULARI,NA,TRUE,NA
7755,Picea,210,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7756,Picea abies,1288,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7757,Picea abies subsp. abies,3467,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7758,Picea abies subsp. obovata,1369,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7759,Picea cf. P. glauca,1233,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,TRUE
7760,Picea cf. P. mariana,1232,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,TRUE
7761,Picea det. P. glauca,1007,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,TRUE
7762,Picea det. P. mariana,1008,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,TRUE
7763,Picea engelmannii,7490,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7765,Picea glauca-type,207,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,TRUE,NA
7766,Picea indet.,18478,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7768,Picea mariana-type,208,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,TRUE,NA
7769,Picea omorika,4603,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7770,Picea orientalis,2665,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7771,Picea rubens-type,209,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7772,Picea sect. Eupicea,2295,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7773,Picea sect. Omorika,2296,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7774,Picea sitchensis,3721,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7775,Picea sp.,23833,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7776,Picea undiff.,897,Picea,Picea,PICEAX,PICEAX,PICEAX,PICEA,NA,NA
7764,Picea glauca,2317,Picea,Picea,PICGLAUC,PICEAX,PICGLAUC,PICEA,NA,NA
7767,Picea mariana,2318,Picea,Picea,PICMARIA,PICEAX,PICMARIA,PICEA,NA,NA
7778,Picea/Pinus undiff.,1156,NA,NA,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7826,Pinus,385,Pinus,Pinus undifferentiated,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7827,Pinus (type 2),4622,Pinus,Pinus undifferentiated,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7828,Pinus (type A),4621,Pinus,Pinus undifferentiated,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7829,Pinus albicaulis-type,981,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7830,Pinus aristata,2961,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7831,Pinus aristata-type,2955,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7832,Pinus banksiana,2093,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7833,Pinus banksiana/P. resinosa,836,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7834,Pinus banksiana/P. resinosa-type,23997,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7835,Pinus banksiana-type,695,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7836,Pinus californiarum,22809,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7837,Pinus cembra,3426,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7838,Pinus cembra-type,4626,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7839,Pinus clausa-type,211,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7840,Pinus contorta,3161,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7841,Pinus contorta/P. ponderosa,976,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7842,Pinus contorta-type,982,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7843,Pinus det. P. banksiana/P. resinosa,1106,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7844,Pinus det. P. strobus,1107,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7845,Pinus edulis,9756,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7846,Pinus edulis-type,386,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7847,Pinus elliottii,9757,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7848,Pinus flexilis,2960,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7849,Pinus flexilis-type,2620,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7850,Pinus halepensis,4618,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7851,Pinus halepensis-type,4630,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7852,Pinus jeffreyi-type,9758,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7853,Pinus koraiensis,5681,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7854,Pinus monophylla,9759,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7855,Pinus monticola,5773,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7856,Pinus monticola/P. albicaulis,977,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7857,Pinus monticola-type,1409,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7858,Pinus mugo,5560,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7859,Pinus muricata,3174,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7860,Pinus nigra subsp. laricio,4629,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7861,Pinus nigra-type,5518,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7862,Pinus peuce,4617,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7863,Pinus pinaster,4619,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7864,Pinus pinaster-type,5517,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7865,Pinus pinea-type,5646,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7866,Pinus ponderosa,2959,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7867,Pinus ponderosa-type,2954,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7868,Pinus protocembra,5725,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7869,Pinus pumila,4628,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7870,Pinus radiata,2848,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7871,Pinus remorata,14888,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7872,Pinus resinosa,2094,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7873,Pinus resinosa-type,696,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7874,Pinus sibirica,4627,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7875,Pinus sp.,23835,Pinus,Pinus undifferentiated,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7876,Pinus strobus,697,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7877,Pinus strobus-type,2154,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7880,Pinus subg. Pinus,212,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7881,Pinus subg. Pinus undiff.,913,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7882,Pinus subg. Pinus-type,4614,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7883,Pinus subg. Strobus,213,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7884,Pinus subg. Strobus undiff.,2917,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7885,Pinus subg. Strobus-type,4615,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7886,Pinus subsect. Cembrae,3679,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7887,Pinus subsect. Cembrae undiff.,5699,Pinus,Pinus haploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7888,Pinus sylvestris,1287,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7889,Pinus sylvestris-type,4620,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7890,Pinus torreyana,3175,Pinus,Pinus diploxylon,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7891,Pinus undiff.,216,Pinus,Pinus undifferentiated,PINUSX,PINUSX,PINUSX,PINUS,NA,NA
7893,Pinus-type,4625,NA,NA,PINUSX,PINUSX,PINUSX,PINUS,TRUE,NA
521,Anarrhinum,21413,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
2597,cf. Plantago,23539,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,TRUE
5915,Littorella,2101,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
5917,Littorella uniflora,637,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
5918,Littorella-type,4463,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
6637,Monttea,21417,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7929,Plantaginaceae,698,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7930,Plantaginaceae cf. Littorella,1080,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7931,Plantaginaceae undiff.,1081,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7932,Plantago,480,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7933,Plantago (introduced),2879,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7934,Plantago (naturalized),2880,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7935,"Plantago (triporate, large)",1952,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7936,Plantago (type 1),2785,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7937,Plantago africana-type,2477,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7938,Plantago albicans,4656,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7939,Plantago alpina,4647,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7940,Plantago alpina-type,4639,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7941,Plantago arenaria,4649,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7942,Plantago arenaria-type,4657,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7943,Plantago atrata,4634,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7944,Plantago atrata-type,4642,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7945,Plantago barbata-type,24024,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7946,Plantago canescens,1004,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7947,Plantago canescens-type,1170,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7948,Plantago cf. P. alpina,4652,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7949,Plantago cf. P. australis,1803,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7950,Plantago cf. P. coronopus,4640,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7951,Plantago cf. P. crassifolia,4651,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7952,Plantago cf. P. lanceolata,4644,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7953,Plantago cf. P. major,4655,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7954,Plantago cf. P. media,4638,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7955,Plantago cf. P. tenuiflora,4653,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7956,Plantago cf. P. turficola,1804,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7957,Plantago coronopus,4635,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7958,Plantago coronopus sensu stricto,5598,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7959,Plantago coronopus-type,3590,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7960,Plantago cylindrica-type,4648,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7961,Plantago holosteum-type,4659,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7963,Plantago lagopus-type,4660,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7964,Plantago lanceolata,220,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7965,Plantago lanceolata-type,699,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7966,Plantago major,219,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7967,Plantago major/P. maritima,4650,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7968,Plantago major/P. media,2905,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7969,Plantago major/P. media-type,5804,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7970,Plantago major-type,838,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7971,Plantago maritima,1307,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7972,Plantago maritima sensu lato,5599,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7973,Plantago maritima sensu stricto,5600,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7974,Plantago maritima/P. alpina,4636,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7975,Plantago maritima-type,3591,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7976,Plantago media,221,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7977,Plantago media-type,3418,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7979,Plantago muelleri-type,2849,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7980,Plantago officinarum,4661,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7981,Plantago ovata,3205,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7982,Plantago ovata-type,4645,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7984,Plantago radicata-type,4654,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7985,Plantago rhodosperma,23868,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7986,Plantago rigida-type,1940,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7987,Plantago rugelii,1446,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7988,Plantago sericea,1936,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7989,Plantago sericea-type,1912,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7990,Plantago tasmanica,24017,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7991,Plantago tenuiflora,4637,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7992,Plantago tenuiflora-type,4646,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7993,Plantago undiff.,218,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7995,Plantago-type,4641,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
9298,Scoparia,23982,NA,Plantaginaceae,PLANTAGINX,PLANTAGINX,PLANTAGINX,NA,NA,NA
7997,Platanus,222,Platanus,Platanus,PLATANUS,PLATANUS,PLATANUS,PLATANUS,NA,NA
7998,Platanus occidentalis,700,Platanus,Platanus,PLATANUS,PLATANUS,PLATANUS,PLATANUS,NA,NA
282,Agropyron-type,3753,Poaceae,Poaceae,POACEAE,POACEAE,Poaceae,NA,NA,NA
562,Andropogon,3534,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
833,Aristida,22730,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
834,Aristida adscensionis,22731,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
835,Aristida sp.,23416,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1121,Avena,3915,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1122,Avena sativa,3918,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1123,Avena/Triticum,415,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1124,Avena/Triticum undiff.,1221,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1125,Avena/Triticum-type,3917,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1126,Avena-type,414,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1462,Bothriochloa,16905,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1463,Bothriochloa barbinodis,16906,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1485,Bouteloua,15607,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1486,Bouteloua barbata,15608,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1487,Bouteloua chondrosioides,23805,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1488,Bouteloua curtipendula,15609,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1489,Bouteloua eriopoda,23419,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
1490,Bouteloua gracilis,23420,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
