,taxon,taxon.id,P25,WS64,WhitmoreFull,WhitmoreSmall,Broad,STEPPS,type,cf
2099,Cerealia,416,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2100,Cerealia cf. Avena,3916,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2101,Cerealia cf. Secale,3925,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2102,Cerealia cf. Triticum,3922,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2103,Cerealia cf. Triticum dicoccon,3920,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2104,Cerealia undiff.,427,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2105,Cerealia-type,1947,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2106,Cerealia-type cf. Hordeum,3711,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
2107,Cerealia-type undiff.,2941,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3328,Cortaderia,22752,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3329,Cortaderia sp.,22753,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3622,Dactylis-type,4211,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3646,Dasyochloa,23450,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3647,Dasyochloa pulchella,23451,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3691,Deschampsia,15617,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3692,Deschampsia antarctica,3000,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3752,Digitaria,15615,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
3753,Digitaria californica,15616,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4009,Elymus,134,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4010,Elymus elymoides,23596,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4011,Elymus-type,616,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4056,Enneapogon,22805,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4167,Eragrostis,23447,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4246,Erioneuron,23449,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4541,Festuca-type,4288,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4868,Glyceria,23964,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4869,Glyceria maxima,5091,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4870,Glyceria-type,5090,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5143,Hesperostipa,16903,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5151,Heteropogon,23498,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5228,Hordeum,3923,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5229,Hordeum/Secale,3924,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5230,Hordeum/Triticum,3921,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5231,Hordeum-type,3705,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5381,Hystrix,1403,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5382,Hystrix (type A),5165,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5383,Hystrix (type B),5164,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
5752,Leptochloa,23580,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
6132,Lygeum,5479,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
6133,Lygeum-type,5484,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
6872,Nassella,22786,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7217,Oryza-type,5644,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7336,Panicum,23586,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7684,Phleum-type,5361,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7718,Phragmites,4599,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7719,Phragmites australis,4602,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7720,Phragmites australis-type,4601,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
7721,Phragmites-type,4600,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8067,Poaceae,417,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8068,Poaceae (<20 Œµm),2855,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8069,Poaceae (<21 µm),23790,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8070,Poaceae (<40 Œµm),2112,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8071,Poaceae (<50 µm),23465,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8072,Poaceae (>35 Œµm),2853,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8073,Poaceae (>40 Œµm),2113,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8074,Poaceae (>50 µm),23466,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8075,Poaceae (20-25 Œµm),2850,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8076,Poaceae (25-30 Œµm),2851,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8077,Poaceae (30-35 Œµm),2852,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8078,"Poaceae (aspidate pore, >30 Œµm)",3540,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8079,"Poaceae (aspidate pore, 10-15 Œµm)",3538,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8080,"Poaceae (aspidate pore, 20-25 Œµm)",3539,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8081,"Poaceae (flat pore, >30 Œµm)",3537,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8082,"Poaceae (flat pore, 10-15 Œµm)",3535,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8083,"Poaceae (flat pore, 20-25 Œµm)",3536,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8084,Poaceae (type 1),3370,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8085,"Poaceae (type 1, 18 µm)",23642,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8086,Poaceae (type 2),3371,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8087,"Poaceae (type 2, 21 µm)",23643,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8088,Poaceae (type 3),3372,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8089,"Poaceae (type 3, 24 µm)",23644,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8090,Poaceae (type 4),3373,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8091,"Poaceae (type 4, 26 µm)",23645,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8092,Poaceae (type 5),3374,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8093,"Poaceae (type 5, 28 µm)",23646,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8094,Poaceae (type 6),3375,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8095,"Poaceae (type 6, 31 µm)",23647,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8096,Poaceae (type 7),3376,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8097,"Poaceae (type 7, 35 µm)",23648,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8098,Poaceae (type 8),3377,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8099,Poaceae (type 92),23649,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8100,Poaceae (type 93),23650,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8101,Poaceae cf. Zea,23963,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
8102,Poaceae undiff.,125,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
9339,Secale,967,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
9340,Secale cereale,3926,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
9341,Secale-type,488,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
9419,Setaria,15542,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
9733,Sporobolus,23599,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10281,Tridens,23601,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10354,Triticum,969,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10355,Triticum undiff.,3919,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10356,Triticum-type,497,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10861,Zea,538,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10862,Zea mays,323,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10864,Zea undiff.,4981,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
10875,Zizania,9826,Poaceae,Poaceae,POACEAE,POACEAE,POACEAE,NA,NA,NA
4831,Gilia,868,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
4832,Gilia sp.,22766,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
4833,Gilia-type,526,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
5760,Leptosiphon,9678,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
5863,Linanthus,1589,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
6510,Microsteris,1591,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
6881,Navarretia,2111,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
7686,Phlox,477,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
7687,Phlox cf. P. hoodii,2595,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
7688,Phlox pilosa,21601,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
7689,Phlox pilosa-type,1445,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
7690,Phlox sibirica,1303,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
7691,Phlox-type,979,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8138,Polemoniaceae,223,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8139,Polemoniaceae aff. Gilia,22773,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8140,Polemoniaceae undiff.,1150,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8141,Polemonium,798,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8142,Polemonium acutiflorum,2297,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8143,Polemonium boreale,2298,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8144,Polemonium caeruleum,4666,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8145,Polemonium/Gilia,2619,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
8146,Polemonium-type,4667,NA,NA,POLEMONI,POLEMONI,POLEMONI,NA,NA,NA
161,Aconogonon,9518,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
162,Aconogonon alaskanum,1005,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
163,Aconogonon alpinum,4674,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
164,Aconogonon alpinum-type,4687,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
165,Aconogonon ochreatum,3680,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
166,Aconogonon tripterocarpum,2625,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1094,Atraphaxis,5207,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1357,Bistorta,9517,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1358,Bistorta bistortoides,869,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1359,Bistorta bistortoides-type,232,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1361,Bistorta elliptica,5694,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1362,Bistorta officinalis,1184,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1364,Bistorta officinalis-type,703,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1365,Bistorta undiff.,5712,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1695,Calligonum,5181,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1696,Calligonum aphyllum,5183,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1697,Calligonum comosum,5182,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1698,Calligonum/Pteropyrum,5184,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
1699,Calligonum-type,5615,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
2330,cf. Fagopyrum,23567,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,TRUE
2584,cf. Persicaria,24670,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,TRUE
2964,Chorizanthe,22750,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
2965,Chorizanthe sp.,22751,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
3130,Coccoloba,59,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4024,Emex,5271,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4243,Eriogonum,94,NA,Minor Forbs,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4244,Eriogonum cf. E. wrightii,16972,NA,Minor Forbs,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4476,Fagopyrum,106,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4477,Fagopyrum esculentum,1324,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4479,Fagopyrum tataricum,1323,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4480,Fagopyrum undiff.,1322,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4507,Fallopia,9519,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4508,Fallopia cf. F. scandens,1513,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4509,Fallopia convolvulus,3432,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4510,Fallopia convolvulus/F. dumetorum,3952,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4511,Fallopia convolvulus-type,3950,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4512,Fallopia scandens-type,3649,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
4967,Gymnopodium,2076,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
5542,Koenigia,9510,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
5543,Koenigia islandica,149,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
6669,Muehlenbeckia,2778,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
6670,Muehlenbeckia-type,24108,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7574,Persicaria,9515,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7575,Persicaria amphibia,230,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7576,Persicaria amphibia-type,888,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7577,Persicaria cf. P. hydropiperoides,1593,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7578,Persicaria cf. P. lapathifolia,1514,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7579,Persicaria cf. P. maculosa,4680,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7580,Persicaria hydropiper,9760,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7581,Persicaria hydropiper-type,827,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7582,Persicaria lapathifolia,3171,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7583,Persicaria lapathifolia-type,233,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7584,Persicaria maculosa,988,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7585,Persicaria maculosa-type,884,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7586,Persicaria nepalensis-type,2478,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7587,Persicaria sagittata-type,3481,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
7588,Persicaria senegalensis-type,2479,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8043,Pleuropteropyrum,24462,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8160,Polygonaceae,702,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8161,Polygonaceae (tricolporate),24009,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8162,Polygonaceae cf. Bistorta officinalis,4677,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8163,Polygonaceae cf. Bistorta officinalis-type,5601,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8164,Polygonaceae cf. Muehlenbeckia,23511,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8166,Polygonaceae undiff.,225,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8167,Polygonatum,5225,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8168,Polygonatum verticillatum,5226,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8169,Polygonatum verticillatum-type,5227,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8170,Polygonatum-type,5228,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8171,Polygonella,481,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8172,Polygonella fimbriata/P. myriophylla,227,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8173,Polygonella fimbriata-type,993,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8174,Polygonella polygama-type,784,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8537,Pteropyrum,5185,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8758,Reynoutria,5678,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8778,Rheum,5309,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
8779,Rheum officinale,5650,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
9905,Symmeria,3271,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
9906,Symmeria-type,9806,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
10352,Triplaris,22710,NA,NA,POLYGONAX,POLYGONAX,POLYGONAX,NA,NA,NA
2604,cf. Polygonum,1594,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,TRUE
2605,cf. Polygonum amphibium,15121,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,TRUE
2606,cf. Polygonum bistorta,15124,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,TRUE
2607,cf. Polygonum bistorta-type,15125,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,TRUE
2608,cf. Polygonum bistortoides,15133,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,TRUE
2609,cf. Polygonum sensu lato,9522,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,TRUE
8175,Polygonum,540,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8176,Polygonum (tricolporate),23998,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8182,Polygonum aviculare,947,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8183,Polygonum aviculare-type,231,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8189,Polygonum californicum,870,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8190,Polygonum californicum-type,528,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8197,Polygonum cognatum-type,4679,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8201,Polygonum czukavinae,5730,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8212,Polygonum oxyspermum,4685,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8213,Polygonum oxyspermum subsp. raii,2892,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8214,Polygonum oxyspermum-type,1417,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8218,Polygonum ramosissimum-type,893,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8220,Polygonum sawatchense,3496,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8225,Polygonum sect. Duravia,2292,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8227,Polygonum sect. Polygonum,2291,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8229,Polygonum sensu lato,9520,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8230,Polygonum sensu lato undiff.,9521,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8231,Polygonum tenue-type,482,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8233,Polygonum undiff.,229,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
8236,Polygonum-type sensu lato,4678,NA,NA,POLYGONMX,POLYGONAX,POLYGONMX,NA,NA,NA
1360,Bistorta cf. B. vivipara,4676,NA,NA,POLYGVIV,POLYGONAX,POLYGVIV,NA,NA,NA
1363,Bistorta officinalis/B. vivipara,4675,NA,NA,POLYGVIV,POLYGONAX,POLYGVIV,NA,NA,NA
1366,Bistorta vivipara,705,NA,NA,POLYGVIV,POLYGONAX,POLYGVIV,NA,NA,NA
1367,Bistorta vivipara-type,824,NA,NA,POLYGVIV,POLYGONAX,POLYGVIV,NA,NA,NA
175,Acrostichum,1130,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
176,Acrostichum aureum,9579,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
177,Acrostichum-type,1917,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
197,Adiantaceae,14891,NA,NA,POLYPOD,POLYPOD,Polypodium,NA,NA,NA
198,Adiantaceae: Pityrogramma-type,24263,NA,NA,POLYPOD,POLYPOD,Polypodium,NA,NA,NA
199,Adiantaceae: Pteris-type,24264,NA,NA,POLYPOD,POLYPOD,Polypodium,NA,NA,NA
200,Adiantum,10,NA,NA,POLYPOD,POLYPOD,Polypodium,NA,NA,NA
201,Adiantum pedatum,948,NA,NA,POLYPOD,POLYPOD,Polypodium,NA,NA,NA
202,Adiantum-type,1092,NA,NA,POLYPOD,POLYPOD,Polypodium,NA,NA,NA
403,Alsophila,2974,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
404,Alsophila cf. A. elegans,1823,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
405,Alsophila setosa,3127,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
406,Alsophila undiff.,5661,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
565,Anemia,1953,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
566,Anemiaceae,9545,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
602,Anogramma,9546,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
603,Anogramma leptophylla,4982,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
931,Aspidium,9859,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
934,Aspleniaceae,1918,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
935,Asplenium,1348,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
936,Asplenium australasicum,9860,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
937,Asplenium rhizophyllum,962,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
938,Asplenium subg. Phyllitis,5314,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
939,Asplenium trichomanes-ramosum,4983,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
940,Asplenium viride,14949,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
941,Asplenium-type,1890,NA,NA,POLYPOD,POLYPOD,POLYPOD,NA,NA,NA
